image_path,current_label,caption,material_mentions,confidence,garment_id,split,reason
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004693-04_1_front.jpg,Denim,The T-shirt the lady wears has short sleeves and it is with chiffon fabric and pure color patterns. The neckline of the T-shirt is v-shape. The lady w,,LOW,00004693-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004693-04_4_full.jpg,Denim,The lady wears a short-sleeve shirt with pure color patterns. The shirt is with chiffon fabric. It has a v-shape neckline. The shorts the lady wears i,,LOW,00004693-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004760-02_2_side.jpg,Denim,"The upper clothing has short sleeves, chiffon fabric and floral patterns. It has a v-shape neckline. The lower clothing is of three-point length. The ",,LOW,00004760-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004760-02_4_full.jpg,Denim,The T-shirt the person wears has short sleeves and it is with chiffon fabric and floral patterns. The neckline of the T-shirt is v-shape. The person w,,LOW,00004760-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004839-02_1_front.jpg,Denim,The sweater this lady wears has long sleeves and it is with chiffon fabric and pure color patterns. The neckline of the sweater is v-shape. This lady ,,LOW,00004839-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004839-02_3_back.jpg,Denim,The female is wearing a long-sleeve shirt with pure color patterns. The shirt is with chiffon fabric. The pants the female wears is of three-point len,,LOW,00004839-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004839-02_7_additional.jpg,Denim,This woman is wearing a long-sleeve sweater with solid color patterns and a three-point shorts. The sweater is with chiffon fabric. The neckline of th,,LOW,00004839-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004893-03_3_back.jpg,Denim,"The tank top this woman wears has sleeves cut off, its fabric is chiffon, and it has graphic patterns. This woman wears a three-point pants, with deni",,LOW,00004893-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004897-05_4_full.jpg,Denim,This person is wearing a tank tank shirt with solid color patterns. The tank shirt is with chiffon fabric and its neckline is suspenders. The pants th,,LOW,00004897-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004897-05_7_additional.jpg,Denim,This woman wears a tank tank top with solid color patterns. The tank top is with chiffon fabric. The shorts this woman wears is of three-point length.,,LOW,00004897-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004897-07_4_full.jpg,Denim,"Her tank top has no sleeves, chiffon fabric and solid color patterns. The neckline of it is suspenders. The shorts this lady wears is of three-point l",,LOW,00004897-07,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004897-08_3_back.jpg,Denim,The lady is wearing a tank tank shirt with pure color patterns and a three-point shorts. The tank shirt is with chiffon fabric. The shorts are with de,,LOW,00004897-08,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004921-02_3_back.jpg,Denim,The female is wearing a tank tank shirt with graphic patterns. The tank shirt is with chiffon fabric. The female wears a three-point shorts. The short,,LOW,00004921-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004921-02_4_full.jpg,Denim,"The upper clothing has no sleeves, chiffon fabric and graphic patterns. It has a suspenders neckline. The lower clothing is of three-point length. The",,LOW,00004921-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004921-04_2_side.jpg,Denim,The tank shirt this woman wears has no sleeves and it is with chiffon fabric and graphic patterns. The neckline of the tank shirt is suspenders. This ,,LOW,00004921-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004921-04_4_full.jpg,Denim,The tank shirt the female wears has no sleeves and its fabric is chiffon. The pattern of it is graphic. It has a suspenders neckline. The female wears,,LOW,00004921-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004960-02_7_additional.jpg,Denim,The lady wears a tank tank top with graphic patterns. The tank top is with chiffon fabric. The pants the lady wears is of three-point length. The pant,,LOW,00004960-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004963-01_3_back.jpg,Denim,This woman wears a tank tank top with solid color patterns. The tank top is with chiffon fabric. The pants this woman wears is of three-point length. ,,LOW,00004963-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004972-01_4_full.jpg,Denim,The lady wears a sleeveless tank shirt with solid color patterns and three-quarter trousers. The tank shirt is with chiffon fabric and it has a v-shap,,LOW,00004972-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004977-02_4_full.jpg,Denim,"The upper clothing has sleeves cut off, chiffon fabric and graphic patterns. It has a suspenders neckline. The lower clothing is of three-point length",,LOW,00004977-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004977-03_1_front.jpg,Denim,This female wears a sleeveless tank top with graphic patterns and three-point shorts. The tank top is with chiffon fabric and it has a suspenders neck,,LOW,00004977-03,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00004977-03_4_full.jpg,Denim,This person is wearing a sleeveless tank shirt with graphic patterns. The tank shirt is with chiffon fabric. It has a suspenders neckline. This person,,LOW,00004977-03,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005045-02_1_front.jpg,Denim,This woman wears a sleeveless tank top with graphic patterns. The tank top is with chiffon fabric. The shorts this woman wears is of three-point lengt,,LOW,00005045-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005045-02_2_side.jpg,Denim,This person is wearing a tank tank shirt with graphic patterns. The tank shirt is with chiffon fabric. The pants this person wears is of three-point l,,LOW,00005045-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005060-01_7_additional.jpg,Denim,The female is wearing a sleeveless tank shirt with solid color patterns. The tank shirt is with chiffon fabric and its neckline is round. The trousers,,LOW,00005060-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005105-02_1_front.jpg,Denim,"Her tank top has no sleeves, chiffon fabric and graphic patterns. It has a suspenders neckline. The pants this lady wears is of three-point length. Th",,LOW,00005105-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005105-02_4_full.jpg,Denim,"The upper clothing has sleeves cut off, chiffon fabric and graphic patterns. It has a suspenders neckline. The lower clothing is of three-point length",,LOW,00005105-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005194-01_4_full.jpg,Denim,"The upper clothing has long sleeves, chiffon fabric and graphic patterns. The neckline of it is v-shape. The lower clothing is of three-quarter length",,LOW,00005194-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005274-06_1_front.jpg,Denim,"Her shirt has medium sleeves, chiffon fabric and pure color patterns. It has a v-shape neckline. The person wears a long trousers. The trousers are wi",,LOW,00005274-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005306-05_4_full.jpg,Denim,"Her shirt has long sleeves, chiffon fabric and pure color patterns. It has a round neckline. The person wears a three-point shorts. The shorts are wit",,LOW,00005306-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005329-02_3_back.jpg,Denim,The person is wearing a sleeveless tank shirt with pure color patterns. The tank shirt is with chiffon fabric. The pants the person wears is of three-,,LOW,00005329-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005466-09_4_full.jpg,Denim,This person wears a tank tank top with solid color patterns and a long pants. The tank top is with chiffon fabric. The neckline of the tank top is sus,,LOW,00005466-09,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005500-02_7_additional.jpg,Denim,This female is wearing a sleeveless tank shirt with floral patterns. The tank shirt is with chiffon fabric. This female wears a three-point shorts. Th,,LOW,00005500-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005593-03_7_additional.jpg,Denim,The tank top the lady wears has sleeves cut off and its fabric is chiffon. The pattern of it is graphic. It has a crew neckline. The lady wears a long,,LOW,00005593-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005619-01_1_front.jpg,Denim,This woman is wearing a tank tank shirt with graphic patterns and a three-point shorts. The tank shirt is with chiffon fabric. The neckline of the tan,,LOW,00005619-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005619-01_4_full.jpg,Denim,This female wears a sleeveless tank top with graphic patterns and a three-point pants. The tank top is with chiffon fabric. The neckline of the tank t,,LOW,00005619-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005619-03_1_front.jpg,Denim,This person is wearing a tank tank shirt with graphic patterns and a three-point shorts. The tank shirt is with chiffon fabric and its neckline is sus,,LOW,00005619-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00005620-03_2_side.jpg,Denim,This female is wearing a sleeveless tank top with floral patterns. The tank top is with chiffon fabric. This female wears a three-point shorts. The sh,,LOW,00005620-03,train,caption does not support assigned label
